Creation Date (Calendar),MMS Id,Title,Author,Author (contributor),ISBN,ISBN13,Reporting Code - 1st,Acquisition Method,Acquisition Method Description,Format,PO Line Type Name,Source Type,Fund Type,Parent Fund Name,Fund Code,Fund Name,Campus Name,Library Name,Location Code,Location Name,Permanent Call Number,Receiving Status,Receiving Date (Latest in POL),Status,Status (Active)
11/15/2023,9952389752001401,I am golden /,"Chen, Eva, 1980- author.","Diao, Sophie, illustrator.",1250842050; 9781250842053,9781250842053,Juvenile,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,oljuv,Juvenile - 2nd Floor,Picture C5182i 2022,Yes,01/02/2024,CLOSED,Closed
11/15/2023,9952389752101401,Blue : a history of the color as deep as the sea and as wide as the sky /,"Brew-Hammond, Nana Ekua, author.","Alfred A. Knopf, Inc., publisher.; Minter, Daniel, illustrator.",1984894366; 9781984894366; 1984894374; 9781984894373; 9781984894380; 1984894382,9781984894366,Juvenile,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,oljuv,Juvenile - 2nd Floor,535.6 B8471 2022,Yes,12/05/2023,CLOSED,Closed
11/15/2023,9952389752201401,Mr. B : George Balanchine's 20th century /,"Homans, Jennifer, 1960- author.",,0812994302; 9780812994308; 9780812994315; 0812994310,9780812994308,Dance,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,part,Parton Dance Fund,OAKLAND Campus,F.W. Olin Library,olnf1,Non-Fiction,792.82092 B171h 2022,Yes,12/07/2023,CLOSED,Closed
11/15/2023,9952389752301401,Invisible no more : voices from Native America /,,"Bad Heart Bull, Carly, author of afterword.; Roberts, Michael, (First Nations Development Institute) author of foreword.; Dubb, Steve, editor, author of introduction.; Foxworth, Raymond, editor, author.",1642833118; 9781642833119,9781642833119,Ethnic Studies,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olnf1,Non-Fiction,338.973 I629 2023,Yes,01/02/2024,CLOSED,Closed
11/15/2023,9952389752501401,The private is political : networked privacy and social media /,"Marwick, Alice Emily. author.","Yale University Press, publisher.",0300229623; 9780300229622; 9780300271652; 0300271654,9780300229622,Communications,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olnf1,Non-Fiction,302.231 M391 2023,Yes,01/02/2024,CLOSED,Closed
11/15/2023,9952389752601401,Everything I need I get from you : how fangirls created the Internet as we know it /,"Tiffany, Kaitlyn, 1993- author.",,0374539189; 9780374539184,9780374539184,Communications,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olnf1,Non-Fiction,004.67808 T565 2022,Yes,01/02/2024,CLOSED,Closed
11/15/2023,9952389752801401,Small fires : an epic in the kitchen /,"Johnson, Rebecca May, author.",,1911590480; 9781911590484; 9781911590507; 1911590502,9781911590484,Cooking,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olnf1,Non-Fiction,392.37 J687 2022,Yes,01/08/2024,CLOSED,Closed
11/15/2023,9952389852701401,Turning pointe : how a new generation of dancers is saving ballet from itself /,"Angyal, Chloe, author.",,9781645036715; 1645036715,9781645036715,Dance,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,part,Parton Dance Fund,OAKLAND Campus,F.W. Olin Library,olnf1,Non-Fiction,792.8 A595 2023,Yes,01/02/2024,CLOSED,Closed
11/15/2023,9952389852801401,Making love with the land : essays /,"Whitehead, Joshua (Writer), author.",,1517914477; 9781517914479; 151791504X; 9781517915049; 9781452968667; 1452968667,9781517914479,Ethnic Studies,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olnf1,Non-Fiction,814.6 W5925m 2022,Yes,12/18/2023,CLOSED,Closed
11/15/2023,9952389952801401,Priorities for health promotion and public health : explaining the evidence for disease prevention and health promotion /,,"Robinson, Sally, editor.",9780367823689; 0367823683; 1000361837; 9781000361834; 1000361861; 9781000361865; 1000361896; 9781000361896; 9780367423414; 0367423413; 9780367820282; 0367820285,9780367823689,Public Health,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-ah,nu-ah-Health Sciences,,,,,,Yes,00/00/0,CLOSED,Closed
11/17/2023,9952389552001401,Gentle Writing Advice : How to Be a Writer Without Destroying Yourself.,"Wendig, Chuck.",,9780593539972; 0593539974; 1440301204; 9781440301209,9780593539972,Reference,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-rf,nu-rf-Reference,,,,,,Yes,00/00/0,CLOSED,Closed
11/17/2023,9952389552101401,Writing for busy readers : communicate more effectively in the real world /,"Rogers, Todd (College teacher), author.","Lasky-Fink, Jessica, author.",0593187490; 9780593187494; 9780593187487; 0593187482,9780593187494,Reference,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Book - One Time,RIALTO,Allocated fund,Firm Orders,nu-rf,nu-rf-Reference,,,,,,Yes,00/00/0,CLOSED,Closed
11/20/2023,9952389751801401,Billionaires and stealth politics /,"Page, Benjamin I., author.","Lacombe, Matthew J., author.; Seawright, Jason, author.",022658626X; 9780226586267; 022658609X; 9780226586090; 022658612X; 9780226586120,9780226586267,Economics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Title - One Time,API,Allocated fund,Memorial,mf-il,Memorial Fund Resource Sharing,,,,,,Yes,00/00/0,CLOSED,Closed
11/20/2023,9952389751901401,Billionaires in world politics /,"Hägel, Peter, author.",,0191887072; 9780191887079; 0192594168; 9780192594167; 0198852711; 9780198852711,9780191887079,Economics,VENDOR_SYSTEM,Purchase at Vendor System,E,Electronic Title - One Time,API,Allocated fund,Memorial,mf-il,Memorial Fund Resource Sharing,,,,,,Yes,00/00/0,CLOSED,Closed
11/20/2023,9952390952601401,Same sum /,"Christian, Peter Happel, 1977- author.","Rabellino, Elissa, copy editor.; Labey, Christina, photo editor.; Wylesol, George, illustrator.",1950401006; 9781950401000,9781950401000,Art,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,MANUALENTRY,Allocated fund,Firm Orders,NU-AB,nu-ab - Artists' Books,Snell Campus,Snell Library,sarb,Archives Rare Books,N7433.3 .C475 2022,Yes,11/29/2023,CLOSED,Closed
11/21/2023,9952389852601401,System collapse /,"Wells, Martha, author.",,1250826977; 9781250826978; 9781250826985; 1250826985,9781250826978,Fiction,VENDOR_SYSTEM,Purchase at Vendor System,P,Physical - One Time,API,Allocated fund,F.W. OLIN LIBRARY RESTRICTED ACCOUNT,rnlds,Flora Elizabeth Reynolds Book Fund,OAKLAND Campus,F.W. Olin Library,olfic,Fiction - 2nd Floor,Fiction W456sy 2023,Yes,12/04/2023,CLOSED,Closed
11/21/2023,9952390952001401,Videogame atlas : mapping interactive worlds /,"Pearson, Luke Caspar, author.","Foulston, Marie, writer of foreword.; Youkhana, Sandra, author.",0500024235; 9780500024232,9780500024232,Game Design,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,MANUALENTRY,Allocated fund,Firm Orders,nu-ga,nu-ga-Game Design,Snell Campus,Snell Library,slsov,Oversize,GV1469.3 .P43 2022,Yes,12/01/2023,CLOSED,Closed
11/21/2023,9952390952101401,Making videogames : the art of creating digital worlds /,"Harris, Duncan, author.","Wiltshire, Alex, author.",050002314X; 9780500023143,9780500023143,Game Design,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,MANUALENTRY,Allocated fund,Firm Orders,nu-ga,nu-ga-Game Design,Snell Campus,Snell Library,slsov,Oversize,GV1469.3 .H37 2022,Yes,12/01/2023,CLOSED,Closed
11/21/2023,9952390952201401,Game changers : the video game revolution /,,"Block, India, essayist.; Parkin, Simon, essayist.",9781838666989; 1838666982,9781838666989,Game Design,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,MANUALENTRY,Allocated fund,Firm Orders,nu-ga,nu-ga-Game Design,Snell Campus,Snell Library,slsov,Oversize,GV1469.3 .G36 2023,Yes,12/01/2023,CLOSED,Closed
11/21/2023,9952391149401401,The lost year /,"Marsh, Katherine, author.",,1250313600; 9781250313607; 9781250313614; 1250313619,9781250313607,Favat,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Favat,fa-fa,Favat Children,Snell Campus,Snell Library,sfchd,Favat Children's & Young Adult Collection,PZ7.M353235 Lo 2023,Yes,01/24/2024,CLOSED,Closed
11/21/2023,9952391149501401,Huda F cares? /,"Fahmy, Huda, author, illustrator.",,0593532791; 9780593532799; 0593532805; 9780593532805; 9780593532836; 059353283X; 9780593532812; 0593532813; 9780593532829; 0593532821,9780593532799,Favat,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Favat,fa-fa,Favat Children,Snell Campus,Snell Library,sfchd,Favat Children's & Young Adult Collection,PZ7.7.F3425 Huf 2023,Yes,01/24/2024,ACTIVE,Waiting for Invoice
11/21/2023,9952391149601401,Gather /,"Cadow, Kenneth M., author.",,1536231118; 9781536231113; 9781536234183; 1536234184,9781536231113,Favat,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Favat,fa-fa,Favat Children,Snell Campus,Snell Library,sfchd,Favat Children's & Young Adult Collection,PZ7.C117245 Gat 2023,Yes,01/18/2024,CLOSED,Closed
11/21/2023,9952391149801401,Big /,"Harrison, Vashti, author, illustrator.",,0316353221; 9780316353229; 97803165662233,9780316353229,Favat,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Favat,fa-fa,Favat Children,Snell Campus,Snell Library,sfchd,Favat Children's & Young Adult Collection,PZ7.1.H37553 Bi 2023,Yes,01/23/2024,CLOSED,Closed
11/21/2023,9952391149901401,When you can swim /,"Wong, Jack, 1985- author, illustrator.",,1338830961; 9781338830965; 9781338830989; 1338830988,9781338830965,Favat,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Favat,fa-fa,Favat Children,Snell Campus,Snell Library,sfchd,Favat Children's & Young Adult Collection,PZ7.1.W6358 Wh 2023,Yes,01/23/2024,CLOSED,Closed
11/21/2023,9952391150001401,Sunshine /,"Krosoczka, Jarrett, author, artist, colorist, letterer.","Levithan, David, editor.",1338356321; 9781338356328; 1338356313; 9781338356311; 1713760657; 9781713760658; 9781338747621; 1338747622,9781338356328,Favat,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Favat,fa-fa,Favat Children,Snell Campus,Snell Library,sfchd,Favat Children's & Young Adult Collection,PZ7.7.K76 Su 2023,Yes,01/23/2024,CLOSED,Closed
11/21/2023,9952391150101401,Standing in the need of prayer : a modern retelling of the classic spiritual /,"Weatherford, Carole Boston, 1956- author.","Crown Books for Young Readers, publisher.; Morrison, Frank, 1971- illustrator.",0593306341; 9780593306345; 059330635X; 9780593306352; 9780593306369; 0593306368,9780593306345,Favat,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Favat,fa-fa,Favat Children,Snell Campus,Snell Library,sfchd,Favat Children's & Young Adult Collection,PZ8.3.W374 Sta 2022,Yes,01/24/2024,CLOSED,Closed
11/21/2023,9952391150201401,Remember /,"Harjo, Joy, author.","Goade, Michaela, illustrator.",0593484843; 9780593484845; 0593484835; 9780593484838; 9780593484821; 0593484827,9780593484845,Favat,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Favat,fa-fa,Favat Children,Snell Campus,Snell Library,sfchd,Favat Children's & Young Adult Collection,PS3558.A62423 R46 2023,Yes,01/24/2024,CLOSED,Closed
11/21/2023,9952391150301401,H is for Harlem /,"Johnson, Dinah, author.","Harrison, April, illustrator.",0316322377; 9780316322379,9780316322379,Favat,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Favat,fa-fa,Favat Children,Snell Campus,Snell Library,sfchd,Favat Children's & Young Adult Collection,F128.68.H3 J64 2022,Yes,01/24/2024,CLOSED,Closed
11/21/2023,9952391150401401,Choosing brave : how Mamie Till-Mobley and Emmett Till sparked the civil rights movement /,"Joy, Angela, 1975- author.","Washington, Janelle, illustrator.",1250220955; 9781250220950; 9781250893673; 1250893674,9781250220950,Favat,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Favat,fa-fa,Favat Children,Snell Campus,Snell Library,sfchd,Favat Children's & Young Adult Collection,E185.97.T546 J69 2022,Yes,01/24/2024,CLOSED,Closed
11/21/2023,9952391150501401,Those Pink Mountain nights /,"Ferguson, Jenny, 1985- author.","HarperCollins (Firm), publisher.",0063086212; 9780063086210; 9780063086234; 0063086239,9780063086210,Favat,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Favat,fa-fa,Favat Children,Snell Campus,Snell Library,sfchd,Favat Children's & Young Adult Collection,PZ7.1.F4853 Th 2023,Yes,01/24/2024,CLOSED,Closed
11/21/2023,9952391150601401,The puppets of Spelhorst /,"DiCamillo, Kate, author.","Morstad, Julie, illustrator.",1536216755; 9781536216752; 9781536234251; 1536234257,9781536216752,Favat,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Favat,fa-fa,Favat Children,Snell Campus,Snell Library,sfchd,Favat Children's & Young Adult Collection,PZ7.D5455 Pup 2023,Yes,01/24/2024,CLOSED,Closed
11/21/2023,9952391150701401,An impossible thing to say /,"Shahi, Arya, author.",,0063248352; 9780063248359; 9780063248373; 0063248379,9780063248359,Favat,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Favat,fa-fa,Favat Children,Snell Campus,Snell Library,sfchd,Favat Children's & Young Adult Collection,PZ7.5.S45 Im 2023,Yes,01/24/2024,CLOSED,Closed
11/21/2023,9952391150801401,The eyes & the impossible /,"Eggers, Dave, author, illustrator.","Harris, Shawn (Artist), illustrator.",1524764205; 9781524764203; 1524764213; 9781524764210; 152476423X; 9781524764234; 9781524764227; 1524764221,9781524764203,Favat,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Favat,fa-fa,Favat Children,Snell Campus,Snell Library,sfchd,Favat Children's & Young Adult Collection,PZ7.1.E296 Ey 2023,Yes,01/24/2024,CLOSED,Closed
11/21/2023,9952391150901401,Simon sort of says /,"Bow, Erin, author.",,1368082858; 9781368082853; 9781368089999; 1368089992,9781368082853,Favat,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Favat,fa-fa,Favat Children,Snell Campus,Snell Library,sfchd,Favat Children's & Young Adult Collection,PZ7.B67167 Si 2023,Yes,01/31/2024,CLOSED,Closed
11/21/2023,9952391151001401,Remember us /,"Woodson, Jacqueline, author.",,0399545468; 9780399545467; 9780399545481; 0399545484,9780399545467,Favat,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Favat,fa-fa,Favat Children,Snell Campus,Snell Library,sfchd,Favat Children's & Young Adult Collection,PZ7.W868 Re 2023,Yes,01/24/2024,CLOSED,Closed
11/21/2023,9952391151101401,Gone wolf /,"McBride, Amber, author.",,1250850495; 9781250850492; 9781250850485; 1250850487,9781250850492,Favat,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Favat,fa-fa,Favat Children,Snell Campus,Snell Library,sfchd,Favat Children's & Young Adult Collection,PZ7.1.M4134 Go 2023,Yes,01/24/2024,CLOSED,Closed
11/21/2023,9952391151201401,Duel /,"Bagley, Jessixa, author.","Simon and Schuster, Inc. Children's Publishing Division, publisher.; Simon and Schuster Books for Young Readers (Firm), publisher.; Bagley, Aaron, illustrator.",1534496556; 9781534496552; 1534496548; 9781534496545; 9781534496569; 1534496564,9781534496552,Favat,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Favat,fa-fa,Favat Children,Snell Campus,Snell Library,sfchd,Favat Children's & Young Adult Collection,PZ7.7.B17 Du 2023,Yes,01/24/2024,CLOSED,Closed
11/21/2023,9952391151301401,The blood years /,"Arnold, Elana K., author.",,0062990853; 9780062990853; 9780062990877; 006299087X,9780062990853,Favat,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Favat,fa-fa,Favat Children,Snell Campus,Snell Library,sfchd,Favat Children's & Young Adult Collection,PZ7.A73517 Bl 2023,Yes,01/24/2024,CLOSED,Closed
11/21/2023,9952391151401401,The making of Yolanda la bruja /,"Avila, Lorraine, author.",,1646142438; 9781646142439; 9781646143320; 1646143329,9781646142439,Favat,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Favat,fa-fa,Favat Children,Snell Campus,Snell Library,sfchd,Favat Children's & Young Adult Collection,PZ7.1.A9739 Mak 2023,Yes,01/24/2024,CLOSED,Closed
11/21/2023,9952391151501401,When clouds touch us /,"Lại, Thanhhà, author.","Lại, Thanhhà.",0063047004; 9780063047006; 9781646143320; 1646143329,9780063047006,Favat,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Favat,fa-fa,Favat Children,Snell Campus,Snell Library,sfchd,Favat Children's & Young Adult Collection,PZ7.5.L35 Wh 2023,Yes,01/24/2024,CLOSED,Closed
11/21/2023,9952391151601401,"Imogen, obviously /","Albertalli, Becky, author.",,0063045877; 9780063045873; 0063325268; 9780063325265; 9780063045897; 0063045893,9780063045873,Favat,VENDOR_SYSTEM,Purchase at Vendor System,P,Print Book - One Time,RIALTO,Allocated fund,Favat,fa-fa,Favat Children,Snell Campus,Snell Library,sfchd,Favat Children's & Young Adult Collection,PZ7.A434 Im 2023,Yes,01/24/2024,CLOSED,Closed
